製劑別,申請廠商,製劑名稱,製造批號,有效期限,包裝,封緘數量,封緘劑量,封緘日期,備註
血液製劑類,泛泰醫療產品有限公司,百特25﹪人體正常血清白蛋白注射劑,LA11E073AA,1020410.0,50 mL/瓶,"50 mL/瓶 × 16,728 瓶",16728,1000802,
其他生物藥品類,香港商愛力根有限公司台灣分公司,愛力根保妥適乾粉注射劑,C2839 C3,1030131.0,100 units/瓶/盒,"100 units/瓶/盒 × 14,993盒",14993,1000819,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,流行性腦脊髓膜炎疫苗(Mencevax ACWY),"AMEUA049AD, AMEUA049A",1020228.0,1劑/瓶 × 100瓶/盒,1劑/瓶 × 100瓶/盒 × 12盒,1200,1000728,
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑,VND2L011,1011231.0,2 mL/支 × 2支/組/盒,2 mL/支 × 2支/組/盒 × 612盒,612,1000902,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA411CE, AROLA411C",1011130.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 9,530盒",9530,1000825,
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑,VND2L014,1011231.0,1 mL/支 × 2支/組/盒,"1 mL/支 × 2支/組/盒 × 1,076盒",1076,1000902,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,新赫寶克,"AHAVB500AC, AHAVB500A",1020831.0,1劑/0.5 mL/瓶/盒,"1劑/0.5 mL/瓶/盒 × 14,120盒",14120,1000823,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,安在時B型肝炎疫苗,"AHBVC042AC, AHBVC042A",1030131.0,1劑/1 mL/瓶 × 25瓶/盒,"1劑/1 mL/瓶 × 25瓶/盒 × 1,543盒；4瓶/盒 × 1盒",38579,1000902,
血液製劑類,吉發企業股份有限公司,貝靈血清蛋白注射液20%,A4444411A,1050331.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 32,605盒",32605,1000829,
疫苗及類毒素類,行政院衛生署疾病管制局,凍結乾燥卡介苗,BG0310004,1020727.0,30劑/1.5mg/瓶 × 10瓶/盒,30劑/1.5mg/瓶 × 10瓶/盒 × 626盒,187800,1000930,
疫苗及類毒素類,行政院衛生署疾病管制局,凍結乾燥卡介苗,BG0310003,1020725.0,30劑/1.5mg/瓶 × 10瓶/盒,30劑/1.5mg/瓶 × 10瓶/盒 × 610盒,183000,1000930,
抗毒素及抗血清類,行政院衛生署疾病管制局,抗龜殼花及赤尾鮐蛇毒血清凍晶注射劑,FH10001,1050707.0,1劑/瓶/盒,"1劑/瓶/盒 × 1,283盒",1283,1000923,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,紐蒙肺多價性肺炎鏈球菌疫苗,"S1841, 0216AA/0670770",1020120.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 1,606盒",16060,1000826,原發封緘條缺少AD445515，於100年8月30日補發封條1張(AD525255)
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,紐蒙肺多價性肺炎鏈球菌疫苗,"S2257, 0355AA/0671000",1020217.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 4,382盒",43820,1000825,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,紐蒙肺多價性肺炎鏈球菌疫苗,"S1842, 0217AA/0670771",1020120.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 3,560盒",35600,1000825,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7088-1, H7088",1010430.0,1劑/0.25 mL/支/盒 × 50盒/中盒,"1劑/0.25 mL/支/盒 × 50盒/中盒 × 3,361中盒；1支/盒 × 19盒",168069,1000831,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7090-3, H7090",1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 9,500盒; 10支/盒 × 1盒",190010,1000831,
血液製劑類,天行貿易股份有限公司,白蛋白注射劑,26NJRW1,1030319.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 21,630盒",21630,1000824,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"F38700, F18959",1020228.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 16,850盒",16850,1001018,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"F38700, F18959",1020228.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 62,892盒",62892,1001026,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德四合一補追疫苗,"H0043-1, H0043",1020731.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 18,380盒",18380,1001020,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7090-3, H7090",1010531.0,1劑/0.5 mL/支 × 20 支/盒,"1劑/0.5 mL/支 × 20支/盒 × 1,730盒; 5支/盒 × 1盒",34605,1000905,
血液製劑類,台灣綠十字股份有限公司,艾爾補定注射液25%,B2NE1XT001,1030401.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 8,828 盒",8828,1000901,
血液製劑類,泛泰醫療產品有限公司,百特25﹪人體正常血清白蛋白注射劑,LA11E106AA,1020519.0,50 mL/瓶,"50 mL/瓶 × 16,708 瓶",16708,1000908,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,110223,1010430.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 5,357盒",53570,1000913,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,110105,1010430.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 8,577盒",85770,1000913,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,110104,1010430.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 8,811盒",88110,1000913,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,110103,1010430.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 8,492盒",84920,1000913,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,110124,1010430.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 5,907盒",59070,1000913,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7093-4, H7093",1010531.0,1劑/0.25 mL/支/盒 × 50盒/中盒,1劑/0.25 mL/支/盒 × 50盒/中盒 × 421中盒; 1支/盒 × 18盒,21068,1000905,
血液製劑類,泛泰醫療產品有限公司,百特25﹪人體正常血清白蛋白注射劑,LA11E094AA,1020509.0,50 mL/瓶,"50 mL/瓶 × 16,608瓶",16608,1000901,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NHH01,1020209.0,1 mL/支/盒,"1 mL/支/盒 × 1,965盒",1965,1000831,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NJ0L1,1020531.0,5 mL/瓶/盒,"5 mL/瓶/盒 × 1,650 盒",1650,1000831,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26NJRV1,1030117.0,5 mL/瓶/盒,5 mL/瓶/盒 × 832盒,832,1000831,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1101,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,663盒；15支/盒 × 1盒",53275,1000922,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1102,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,664盒；19支/盒 × 1盒",53299,1000922,
血液製劑類,泛泰醫療產品有限公司,百特威保500U抗抑制子凝血複合物,VNF2L032,1020531.0,500 U/瓶/盒,"500 U/瓶/盒×1,688 盒",1688,1000923,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1103,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 ×2,678盒；12支/盒 ×1盒",53572,1000922,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1104,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,634盒；7支/盒 × 1盒",52687,1000922,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第6, 11, 16, 18型)基因重組疫苗〕","NP20250, 1256Z",1021008.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 2,022盒",20220,1000905,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,110223,1010430.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 2,919盒；5支/盒 × 1盒",29195,1000919,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,110122,1010430.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 6,622盒",66220,1000928,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,110123,1010430.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 7,999盒",79990,1000928,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,110204,1010430.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 8,851盒",88510,1000928,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,110224,1010430.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 7,858盒",78580,1000919,
血液製劑類,禾利行股份有限公司,百合施多特注射液,B144061,1030531.0,50 mL/瓶/盒,50 mL/瓶/盒 × 600盒,600,1000916,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1107,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,701盒；15支/盒 × 1盒",54035,1000923,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1106,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,686盒；18支/盒 × 1盒",53738,1000923,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1105,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,684盒；18支/盒 × 1盒",53698,1000923,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,A5844411A,1050430.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 32,425盒",32425,1000905,
血液製劑類,上合貿易股份有限公司,必凝易得 P,52575011A,1020331.0,250 IU/瓶/盒,"250 IU/瓶/盒 × 1,536盒",1536,1000929,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1110,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,678盒；9支/盒 × 1盒",53569,1000923,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1109,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,705盒；12支/盒 × 1盒",54112,1000923,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1108,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,690盒；10支/盒 × 1盒",53810,1000923,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,保蓓人類乳突病毒第16/18型疫苗,"AHPVA150AD, AHPVA150A",1040131.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 47,800盒",47800,1001101,
其他生物藥品類,香港商愛力根有限公司台灣分公司,愛力根保妥適乾粉注射劑,C2876 C3,1030314.0,100 units/瓶/盒,"100 units/瓶/盒 × 9,000盒",9000,1000923,
血液製劑類,天行貿易股份有限公司,白蛋白注射劑20%,26NKX41,1030627.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 22,366盒",22366,1000916,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1111,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,659盒; 3支/盒 × 1盒",53183,1000923,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1112,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,675盒; 11支/盒 × 1盒",53511,1000923,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7088-1, H7088",1010430.0,1劑/0.25 mL/支/盒 × 50盒/中盒,1劑/0.25 mL/支/盒 × 50盒/中盒 × 39中盒；1支/盒 × 10盒,1960,1000909,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7098-1, H7098",1010531.0,1劑/0.5 mL/支 × 20 支/盒,"1劑/0.5 mL/支 × 20支/盒 × 10,328盒；10支/盒 × 1盒",206570,1000915,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7093-4, H7093",1010531.0,1劑/0.25 mL/支/盒 × 50盒/中盒,1劑/0.25 mL/支/盒 × 50盒/中盒 × 632中盒；1支/盒 × 11盒,31611,1000909,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,新赫寶克,"AHAVB530EA, AHAVB530E",1030131.0,1劑/0.5 mL/瓶/盒,"1劑/0.5 mL/瓶/盒 × 15,140盒",15140,1000927,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第6, 11, 16, 18型)基因重組疫苗〕","GO06943, 1598Z",1021206.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 2,844盒",28440,1000929,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1113,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 ×2,675盒；11支/盒 ×1盒",53511,1000926,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1116,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 ×2,706盒；1支/盒 ×1盒",54121,1000926,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1114,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,709盒",54180,1000926,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1115,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,706盒；18支/盒 ×1盒",54138,1000926,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7096-2, H7096",1010531.0,1劑/0.5 mL/支 × 20支/盒,1劑/0.5 mL/支 × 20支/盒 × 440盒；10支/盒 × 1盒,8810,1000923,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7098-5, H7098",1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 1,217盒；5支/盒 × 1盒",24345,1000923,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7102-2, H7102",1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,530盒；10支/盒 × 1盒",50610,1001003,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7098-5, H7098",1010531.0,1劑/0.5 mL/支 × 20支/盒,1劑/0.5 mL/支 × 20支/盒 × 333盒；5支/盒 × 1盒,6665,1000923,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第6, 11, 16, 18型)基因重組疫苗〕","GO06943, 1598Z",1021207.0,1劑/0.5 mL/支 × 10支/盒,1劑/0.5 mL/支 × 10支/盒 × 632盒,6320,1001006,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1118,1010430.0,1劑/0.5 mL/支 × 20支/盒,1劑/0.5 mL/支 × 20支/盒 × 2685盒；4支/盒 × 1盒,53704,1001003,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1117,1010430.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,712盒；8支/盒 × 1盒",54248,1001003,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H0311-1, H0311",1010630.0,1劑/0.5 mL/支/盒 × 50盒/中盒,"1劑/0.5 mL/支/盒 × 50盒/中盒 × 1,143中盒",57150,1001003,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"F49118, F25873",1020430.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 20,167盒",20167,1001027,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"F49119, F18959",1020228.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 26,587盒",26587,1001026,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,美瑞克,"AVARB371AA, AVARB371A",1020531.0,1劑/瓶 × 100瓶/盒,1劑/瓶 × 100瓶/盒 × 526盒；40瓶/盒 × 1盒,52640,1001014,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1119,1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,706盒 ; 3支/盒 × 1盒",54123,1001006,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA430AB, AROLA430A",1011231.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 21,130盒",21130,1001018,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,羅特律輪狀病毒疫苗口服懸液劑,"AROLA430BB, AROLA430B",1011231.0,1劑/1.5 mL/支/盒,"1劑/1.5 mL/支/盒 × 16,410盒",16410,1001104,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7088-1, H7088",1010430.0,1劑/0.25 mL/支/盒 × 50盒/中盒,1劑/0.25 mL/支/盒 × 50盒/中盒 × 161中盒；1支/盒 × 10盒,8060,1000923,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"H7100-1, H7100",1010531.0,1劑/0.5 mL/支/盒 × 50盒/中盒,"1劑/0.5 mL/支/盒 × 50盒/中盒 × 1,295中盒；1支/盒 × 46盒",64796,1001003,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎鏈球菌十三價結合型疫苗,"F49119, F18959",1020228.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 62,892盒",62892,1001024,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1121,1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,705盒；18支/盒 × 1盒",54118,1001007,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1120,1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,697盒；8支/盒 × 1盒",53948,1001006,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,安在時B型肝炎疫苗,"AHBVC068AB, AHBVC068A",1030228.0,1劑/1 mL/瓶 × 100瓶/盒,"1劑/1 mL/瓶 × 100瓶/盒 × 2,000盒；58瓶/盒 × 1盒",200058,1001028,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1124,1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,700盒；5支/盒 × 1盒",54005,1001013,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1123,1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,699盒；1支/盒 × 1盒",53981,1001013,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1122,1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,706盒；13支/盒 × 1盒",54133,1001013,
疫苗及類毒素類,台灣諾華股份有限公司,服樂維靈流感疫苗,110125,1010430.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 2,162盒",21620,1001013,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,輪達停口服活性五價輪狀病毒疫苗,1328AA/0671829,1020613.0,1劑/2 mL/軟管 × 10軟管/盒,"1劑/2 mL/軟管 × 10軟管/盒 × 2,264盒",22640,1001031,
血液製劑類,上合貿易股份有限公司,愛默人體血清白蛋白20%注射劑,N819603,1030226.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 18,067盒",18067,1001025,"本案封緘之小封條發生缺號:AE156466,AE156467,AE156468,AE166466,AE166467,AE166468共6張,於10/31補:AE301388-AE301393(6張)"
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德四合一補追疫苗,"G0625-4, G0625",1020731.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 25,180盒",25180,1001229,
其他生物藥品類,香港商愛力根有限公司台灣分公司,愛力根保妥適乾粉注射劑,C2899 C2,1030424.0,50 units/瓶/盒,"50 units/瓶/盒 × 2,948盒",2948,1001025,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德四合一補追疫苗,"G0523-1, G0523",1020630.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 6,874盒",6874,1001229,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德四合一補追疫苗,"H0043-1, H0043",1020731.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 74,464盒",74464,1001024,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1125,1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,696盒；7支/盒 × 1盒",53927,1001017,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1126,1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,695盒；11支/盒 × 1盒",53911,1001017,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德五合一疫苗(白喉、百日咳、破傷風、小兒麻痺及b型流行性感冒嗜血桿菌疫苗）,"C3775BA, C3775B",1020430.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 7,046盒",70460,1001128,
血液製劑類,天行貿易股份有限公司,白蛋白注射劑,26NK0V1,1030713.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 21,474盒",21474,1001019,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德五合一疫苗(白喉、百日咳、破傷風、小兒麻痺及b型流行性感冒嗜血桿菌疫苗）,"C3777AA, C3777A",1020630.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 11,965盒",119650,1001123,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,雙伏威肺炎鏈球菌十價接合型疫苗,"ASPNA063AH, ASPNA063A",1020531.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 6,030盒",6030,1001214,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,雙伏威肺炎鏈球菌十價接合型疫苗,"ASPNA060DH, ASPNA060D",1020531.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 3,440盒",3440,1001201,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1128,1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,654盒；9支/盒 × 1盒",53089,1001017,
疫苗及類毒素類,國光生物科技股份有限公司,安定伏裂解型流感疫苗,FKAA1127,1010531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,704盒；7支/盒 × 1盒",54087,1001017,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德四合一補追疫苗,"G0625-4, G0625",1020731.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 76,340盒",76340,1001229,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德四合一補追疫苗,"G0625-3, G0625",1020731.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 4,882盒",4882,1001229,
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑,VND2L028,1020430.0,1 mL/支 × 2支/組/盒,"1 mL/支 × 2支/組/盒 × 1,124盒",1124,1001125,
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑,VND2L024,1020430.0,2 mL/支 × 2支/組/盒,2 mL/支 × 2支/組/盒 × 616盒,616,1001125,
血液製劑類,禾利行股份有限公司,立保B型肝炎抗體注射液,B793101,1020630.0,10 mL/瓶/盒,"10 mL/瓶/盒 × 2,986盒",2986,1001107,
血液製劑類,泛泰醫療產品有限公司,百特25﹪人體正常血清白蛋白注射劑,LA11D113AA,1020604.0,50 mL/瓶,"50 mL/瓶 × 16,996瓶",16996,1001103,
其他生物藥品類,香港商愛力根有限公司台灣分公司,愛力根保妥適乾粉注射劑,C2902C3,1030425.0,100 units/瓶/盒,"100 units/瓶/盒 × 14,999盒",14999,1001104,
血液製劑類,世信生物科技股份有限公司,國血製劑益康（20％）人血清白蛋白注射劑,3470500404,1040523.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 24,927盒",24927,1001125,"因外觀破損及沾污再扣除116瓶後共計:24,927瓶"
血液製劑類,世信生物科技股份有限公司,國血製劑益康人類免疫球蛋白靜脈注射劑,3740500721,1030525.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 19,640盒",19640,1001216,
血液製劑類,世信生物科技股份有限公司,國血製劑益康高純度第九凝血因子注射劑,3250920189,1020608.0,500 IU/瓶/盒,"500 IU/瓶/盒 × 1,239盒",1239,1001125,
血液製劑類,世信生物科技股份有限公司,國血製劑益康高純度第九凝血因子注射劑,3250920190,1020602.0,500 IU/瓶/盒,"500 IU/瓶/盒 × 1,199盒",1199,1001125,
